,lok-sabha,session,api-data,api-url,dateOfAttendance
266,15,12,"{'dateOfAttendance': '2012-12-05', 'presentCount': 443, 'absentCount': 19}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/05
267,15,12,"{'dateOfAttendance': '2012-12-06', 'presentCount': 388, 'absentCount': 74}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/06
268,15,12,"{'dateOfAttendance': '2012-12-07', 'presentCount': 318, 'absentCount': 144}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/07
269,15,12,"{'dateOfAttendance': '2012-12-10', 'presentCount': 282, 'absentCount': 180}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/10
270,15,12,"{'dateOfAttendance': '2012-12-11', 'presentCount': 336, 'absentCount': 126}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/11
271,15,12,"{'dateOfAttendance': '2012-12-12', 'presentCount': 347, 'absentCount': 115}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/12
272,15,12,"{'dateOfAttendance': '2012-12-13', 'presentCount': 341, 'absentCount': 121}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/13
273,15,12,"{'dateOfAttendance': '2012-12-14', 'presentCount': 309, 'absentCount': 153}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/14
274,15,12,"{'dateOfAttendance': '2012-12-17', 'presentCount': 325, 'absentCount': 137}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/17
275,15,12,"{'dateOfAttendance': '2012-12-18', 'presentCount': 373, 'absentCount': 89}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/18
276,15,12,"{'dateOfAttendance': '2012-12-19', 'presentCount': 388, 'absentCount': 74}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/19
277,15,12,"{'dateOfAttendance': '2012-12-20', 'presentCount': 361, 'absentCount': 101}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/20
278,15,13,"{'dateOfAttendance': '2013-02-21', 'presentCount': 317, 'absentCount': 143}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/02/21
279,15,13,"{'dateOfAttendance': '2013-02-22', 'presentCount': 315, 'absentCount': 145}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/02/22
280,15,13,"{'dateOfAttendance': '2013-02-26', 'presentCount': 403, 'absentCount': 57}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/02/26
281,15,13,"{'dateOfAttendance': '2013-02-27', 'presentCount': 391, 'absentCount': 69}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/02/27
282,15,13,"{'dateOfAttendance': '2013-02-28', 'presentCount': 395, 'absentCount': 65}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/02/28
283,15,13,"{'dateOfAttendance': '2013-03-01', 'presentCount': 311, 'absentCount': 149}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/01
284,15,13,"{'dateOfAttendance': '2013-03-04', 'presentCount': 344, 'absentCount': 115}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/04
285,15,13,"{'dateOfAttendance': '2013-03-05', 'presentCount': 354, 'absentCount': 105}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/05
286,15,13,"{'dateOfAttendance': '2013-03-06', 'presentCount': 366, 'absentCount': 93}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/06
287,15,13,"{'dateOfAttendance': '2013-03-07', 'presentCount': 364, 'absentCount': 95}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/07
288,15,13,"{'dateOfAttendance': '2013-03-08', 'presentCount': 316, 'absentCount': 143}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/08
289,15,13,"{'dateOfAttendance': '2013-03-11', 'presentCount': 343, 'absentCount': 116}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/11
290,15,13,"{'dateOfAttendance': '2013-03-12', 'presentCount': 370, 'absentCount': 89}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/12
291,15,13,"{'dateOfAttendance': '2013-03-13', 'presentCount': 375, 'absentCount': 84}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/13
292,15,13,"{'dateOfAttendance': '2013-03-14', 'presentCount': 373, 'absentCount': 86}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/14
293,15,13,"{'dateOfAttendance': '2013-03-15', 'presentCount': 305, 'absentCount': 154}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/15
294,15,13,"{'dateOfAttendance': '2013-03-18', 'presentCount': 353, 'absentCount': 106}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/18
295,15,13,"{'dateOfAttendance': '2013-03-19', 'presentCount': 383, 'absentCount': 76}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/19
296,15,13,"{'dateOfAttendance': '2013-03-20', 'presentCount': 379, 'absentCount': 80}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/20
297,15,13,"{'dateOfAttendance': '2013-03-21', 'presentCount': 387, 'absentCount': 72}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/21
298,15,13,"{'dateOfAttendance': '2013-03-22', 'presentCount': 338, 'absentCount': 121}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/22
299,15,13,"{'dateOfAttendance': '2013-04-22', 'presentCount': 298, 'absentCount': 161}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/04/22
300,15,13,"{'dateOfAttendance': '2013-04-23', 'presentCount': 311, 'absentCount': 148}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/04/23
301,15,13,"{'dateOfAttendance': '2013-04-25', 'presentCount': 294, 'absentCount': 165}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/04/25
302,15,13,"{'dateOfAttendance': '2013-04-26', 'presentCount': 283, 'absentCount': 175}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/04/26
303,15,13,"{'dateOfAttendance': '2013-04-29', 'presentCount': 258, 'absentCount': 200}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/04/29
304,15,13,"{'dateOfAttendance': '2013-04-30', 'presentCount': 298, 'absentCount': 160}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/04/30
305,15,13,"{'dateOfAttendance': '2013-05-02', 'presentCount': 296, 'absentCount': 162}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/05/02
306,15,13,"{'dateOfAttendance': '2013-05-03', 'presentCount': 280, 'absentCount': 178}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/05/03
307,15,13,"{'dateOfAttendance': '2013-05-06', 'presentCount': 302, 'absentCount': 156}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/05/06
308,15,13,"{'dateOfAttendance': '2013-05-07', 'presentCount': 351, 'absentCount': 107}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/05/07
309,15,13,"{'dateOfAttendance': '2013-05-08', 'presentCount': 345, 'absentCount': 113}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/05/08
310,15,14,"{'dateOfAttendance': '2013-08-05', 'presentCount': 363, 'absentCount': 97}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/05
311,15,14,"{'dateOfAttendance': '2013-08-06', 'presentCount': 385, 'absentCount': 75}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/06
312,15,14,"{'dateOfAttendance': '2013-08-07', 'presentCount': 372, 'absentCount': 88}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/07
313,15,14,"{'dateOfAttendance': '2013-08-08', 'presentCount': 351, 'absentCount': 109}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/08
314,15,14,"{'dateOfAttendance': '2013-08-12', 'presentCount': 367, 'absentCount': 93}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/12
315,15,14,"{'dateOfAttendance': '2013-08-13', 'presentCount': 381, 'absentCount': 79}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/13
316,15,14,"{'dateOfAttendance': '2013-08-14', 'presentCount': 377, 'absentCount': 83}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/14
317,15,14,"{'dateOfAttendance': '2013-08-19', 'presentCount': 294, 'absentCount': 165}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/19
318,15,14,"{'dateOfAttendance': '2013-08-20', 'presentCount': 357, 'absentCount': 102}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/20
319,15,14,"{'dateOfAttendance': '2013-08-22', 'presentCount': 358, 'absentCount': 101}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/22
320,15,14,"{'dateOfAttendance': '2013-08-23', 'presentCount': 361, 'absentCount': 98}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/23
321,15,14,"{'dateOfAttendance': '2013-08-24', 'presentCount': 294, 'absentCount': 165}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/24
322,15,14,"{'dateOfAttendance': '2013-08-26', 'presentCount': 391, 'absentCount': 70}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/26
323,15,14,"{'dateOfAttendance': '2013-08-27', 'presentCount': 376, 'absentCount': 85}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/27
324,15,14,"{'dateOfAttendance': '2013-08-29', 'presentCount': 359, 'absentCount': 102}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/29
325,15,14,"{'dateOfAttendance': '2013-08-30', 'presentCount': 333, 'absentCount': 128}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/30
326,15,14,"{'dateOfAttendance': '2013-09-02', 'presentCount': 321, 'absentCount': 140}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/09/02
327,15,14,"{'dateOfAttendance': '2013-09-03', 'presentCount': 347, 'absentCount': 114}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/09/03
328,15,14,"{'dateOfAttendance': '2013-09-04', 'presentCount': 365, 'absentCount': 96}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/09/04
329,15,14,"{'dateOfAttendance': '2013-09-05', 'presentCount': 355, 'absentCount': 106}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/09/05
330,15,14,"{'dateOfAttendance': '2013-09-06', 'presentCount': 341, 'absentCount': 120}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/09/06
331,15,15,"{'dateOfAttendance': '2013-12-05', 'presentCount': 341, 'absentCount': 117}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2013/12/05
332,15,15,"{'dateOfAttendance': '2013-12-06', 'presentCount': 326, 'absentCount': 131}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2013/12/06
333,15,15,"{'dateOfAttendance': '2013-12-09', 'presentCount': 344, 'absentCount': 113}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2013/12/09
334,15,15,"{'dateOfAttendance': '2013-12-10', 'presentCount': 369, 'absentCount': 88}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2013/12/10
335,15,15,"{'dateOfAttendance': '2013-12-11', 'presentCount': 364, 'absentCount': 92}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2013/12/11
336,15,15,"{'dateOfAttendance': '2013-12-12', 'presentCount': 338, 'absentCount': 118}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2013/12/12
337,15,15,"{'dateOfAttendance': '2013-12-13', 'presentCount': 286, 'absentCount': 168}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2013/12/13
338,15,15,"{'dateOfAttendance': '2013-12-16', 'presentCount': 268, 'absentCount': 186}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2013/12/16
339,15,15,"{'dateOfAttendance': '2013-12-17', 'presentCount': 360, 'absentCount': 93}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2013/12/17
340,15,15,"{'dateOfAttendance': '2013-12-18', 'presentCount': 385, 'absentCount': 68}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2013/12/18
341,15,15,"{'dateOfAttendance': '2014-02-05', 'presentCount': 316, 'absentCount': 136}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/05
342,15,15,"{'dateOfAttendance': '2014-02-06', 'presentCount': 329, 'absentCount': 123}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/06
343,15,15,"{'dateOfAttendance': '2014-02-07', 'presentCount': 288, 'absentCount': 164}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/07
344,15,15,"{'dateOfAttendance': '2014-02-10', 'presentCount': 284, 'absentCount': 168}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/10
345,15,15,"{'dateOfAttendance': '2014-02-11', 'presentCount': 339, 'absentCount': 113}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/11
346,15,15,"{'dateOfAttendance': '2014-02-12', 'presentCount': 343, 'absentCount': 108}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/12
347,15,15,"{'dateOfAttendance': '2014-02-13', 'presentCount': 313, 'absentCount': 138}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/13
348,15,15,"{'dateOfAttendance': '2014-02-17', 'presentCount': 311, 'absentCount': 140}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/17
349,15,15,"{'dateOfAttendance': '2014-02-18', 'presentCount': 336, 'absentCount': 115}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/18
350,15,15,"{'dateOfAttendance': '2014-02-19', 'presentCount': 324, 'absentCount': 127}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/19
351,15,15,"{'dateOfAttendance': '2014-02-20', 'presentCount': 293, 'absentCount': 157}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/20
352,15,15,"{'dateOfAttendance': '2014-02-21', 'presentCount': 295, 'absentCount': 155}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/21
358,16,1,"{'dateOfAttendance': '2014-06-04', 'presentCount': 382, 'absentCount': 91}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=1&locale=en,2014/06/04
359,16,1,"{'dateOfAttendance': '2014-06-05', 'presentCount': 447, 'absentCount': 26}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=1&locale=en,2014/06/05
360,16,1,"{'dateOfAttendance': '2014-06-06', 'presentCount': 440, 'absentCount': 33}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=1&locale=en,2014/06/06
361,16,1,"{'dateOfAttendance': '2014-06-09', 'presentCount': 442, 'absentCount': 30}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=1&locale=en,2014/06/09
362,16,1,"{'dateOfAttendance': '2014-06-10', 'presentCount': 440, 'absentCount': 32}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=1&locale=en,2014/06/10
363,16,1,"{'dateOfAttendance': '2014-06-11', 'presentCount': 433, 'absentCount': 39}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=1&locale=en,2014/06/11
364,16,2,"{'dateOfAttendance': '2014-07-07', 'presentCount': 423, 'absentCount': 49}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/07
365,16,2,"{'dateOfAttendance': '2014-07-08', 'presentCount': 445, 'absentCount': 27}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/08
366,16,2,"{'dateOfAttendance': '2014-07-09', 'presentCount': 429, 'absentCount': 43}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/09
367,16,2,"{'dateOfAttendance': '2014-07-10', 'presentCount': 438, 'absentCount': 34}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/10
368,16,2,"{'dateOfAttendance': '2014-07-11', 'presentCount': 408, 'absentCount': 64}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/11
369,16,2,"{'dateOfAttendance': '2014-07-14', 'presentCount': 407, 'absentCount': 65}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/14
370,16,2,"{'dateOfAttendance': '2014-07-15', 'presentCount': 424, 'absentCount': 48}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/15
371,16,2,"{'dateOfAttendance': '2014-07-16', 'presentCount': 425, 'absentCount': 47}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/16
372,16,2,"{'dateOfAttendance': '2014-07-17', 'presentCount': 415, 'absentCount': 57}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/17
373,16,2,"{'dateOfAttendance': '2014-07-18', 'presentCount': 387, 'absentCount': 85}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/18
374,16,2,"{'dateOfAttendance': '2014-07-21', 'presentCount': 367, 'absentCount': 105}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/21
375,16,2,"{'dateOfAttendance': '2014-07-22', 'presentCount': 404, 'absentCount': 68}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/22
376,16,2,"{'dateOfAttendance': '2014-07-23', 'presentCount': 417, 'absentCount': 55}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/23
377,16,2,"{'dateOfAttendance': '2014-07-24', 'presentCount': 412, 'absentCount': 60}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/24
378,16,2,"{'dateOfAttendance': '2014-07-25', 'presentCount': 378, 'absentCount': 94}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/25
379,16,2,"{'dateOfAttendance': '2014-07-30', 'presentCount': 385, 'absentCount': 87}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/30
380,16,2,"{'dateOfAttendance': '2014-07-31', 'presentCount': 387, 'absentCount': 85}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/31
381,16,2,"{'dateOfAttendance': '2014-08-01', 'presentCount': 374, 'absentCount': 98}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/08/01
382,16,2,"{'dateOfAttendance': '2014-08-04', 'presentCount': 388, 'absentCount': 84}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/08/04
383,16,2,"{'dateOfAttendance': '2014-08-05', 'presentCount': 408, 'absentCount': 64}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/08/05
384,16,2,"{'dateOfAttendance': '2014-08-06', 'presentCount': 420, 'absentCount': 52}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/08/06
385,16,2,"{'dateOfAttendance': '2014-08-07', 'presentCount': 409, 'absentCount': 63}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/08/07
386,16,2,"{'dateOfAttendance': '2014-08-08', 'presentCount': 383, 'absentCount': 89}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/08/08
387,16,2,"{'dateOfAttendance': '2014-08-11', 'presentCount': 387, 'absentCount': 85}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/08/11
388,16,2,"{'dateOfAttendance': '2014-08-12', 'presentCount': 407, 'absentCount': 65}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/08/12
389,16,2,"{'dateOfAttendance': '2014-08-13', 'presentCount': 414, 'absentCount': 58}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/08/13
390,16,2,"{'dateOfAttendance': '2014-08-14', 'presentCount': 383, 'absentCount': 89}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/08/14
391,16,3,"{'dateOfAttendance': '2014-11-24', 'presentCount': 355, 'absentCount': 120}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=3&locale=en,2014/11/24
392,16,3,"{'dateOfAttendance': '2014-11-25', 'presentCount': 385, 'absentCount': 90}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=3&locale=en,2014/11/25
393,16,3,"{'dateOfAttendance': '2014-11-26', 'presentCount': 385, 'absentCount': 90}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=3&locale=en,2014/11/26
394,16,3,"{'dateOfAttendance': '2014-11-27', 'presentCount': 379, 'absentCount': 96}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=3&locale=en,2014/11/27
395,16,3,"{'dateOfAttendance': '2014-11-28', 'presentCount': 347, 'absentCount': 128}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=3&locale=en,2014/11/28
396,16,3,"{'dateOfAttendance': '2014-12-01', 'presentCount': 353, 'absentCount': 122}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=3&locale=en,2014/12/01
397,16,3,"{'dateOfAttendance': '2014-12-02', 'presentCount': 388, 'absentCount': 87}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=3&locale=en,2014/12/02
398,16,3,"{'dateOfAttendance': '2014-12-03', 'presentCount': 399, 'absentCount': 76}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=3&locale=en,2014/12/03
399,16,3,"{'dateOfAttendance': '2014-12-04', 'presentCount': 401, 'absentCount': 74}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=3&locale=en,2014/12/04
400,16,3,"{'dateOfAttendance': '2014-12-05', 'presentCount': 360, 'absentCount': 115}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=3&locale=en,2014/12/05
401,16,3,"{'dateOfAttendance': '2014-12-08', 'presentCount': 355, 'absentCount': 120}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=3&locale=en,2014/12/08
402,16,3,"{'dateOfAttendance': '2014-12-09', 'presentCount': 377, 'absentCount': 98}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=3&locale=en,2014/12/09
403,16,3,"{'dateOfAttendance': '2014-12-10', 'presentCount': 383, 'absentCount': 92}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=3&locale=en,2014/12/10
404,16,3,"{'dateOfAttendance': '2014-12-11', 'presentCount': 377, 'absentCount': 98}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=3&locale=en,2014/12/11
405,16,3,"{'dateOfAttendance': '2014-12-12', 'presentCount': 335, 'absentCount': 140}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=3&locale=en,2014/12/12
406,16,3,"{'dateOfAttendance': '2014-12-15', 'presentCount': 366, 'absentCount': 109}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=3&locale=en,2014/12/15
407,16,3,"{'dateOfAttendance': '2014-12-16', 'presentCount': 395, 'absentCount': 80}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=3&locale=en,2014/12/16
408,16,3,"{'dateOfAttendance': '2014-12-17', 'presentCount': 392, 'absentCount': 83}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=3&locale=en,2014/12/17
409,16,3,"{'dateOfAttendance': '2014-12-18', 'presentCount': 392, 'absentCount': 83}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=3&locale=en,2014/12/18
